Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nigeria,NGA,0.794728867348085,1.2928334379962,1.51718460437146,0.868306853454056,0.728541184228331,0.600638303800953,0.533693958078363,0.583546726219325,0.776456939528517,0.887702090752814,0.539231122020191,0.579227031086235,0.502541128860798,0.469695304503393,0.414718776594886,0.41763653774706
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Norway,NOR,1.7058318732318,1.70454145987594,2.08059193132079,1.97485448684346,1.84878514417382,1.58229932411268,1.45090172400095,1.4655760489663,1.37914834557469,1.603491462725,1.51651218028113,1.45180487060584,1.40158754408205,1.41403794168538,1.47224643202985,1.50424996968661
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Oman,OMN,10.8123142176717,12.5083791392948,12.4267678209113,12.1885261734595,12.0543520996561,11.8169807033637,10.8291694328942,10.2793862278224,7.58003424701406,9.27957515198099,8.34767336656673,9.81433274634408,16.1566161215264,14.8069807820927,13.5144763573691,14.3841968246165
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Pakistan,PAK,3.96964404488062,4.06347658358127,4.19154615524801,4.0889177965868,3.96198797894957,3.86603686613104,3.67569902713635,3.43099238150521,3.139595948505,3.07125493151084,3.07149807883528,3.13389317207918,3.29231436431572,3.2678321542151,3.32313620983363,3.41422581243527
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Papua New Guinea,PNG,0.960373056143306,0.822407972066985,0.558461577338084,0.519582521485644,0.584725802976381,0.626047553114669,0.566389488947415,0.618506200847018,0.506424254165672,0.673114157233654,0.488587522572397,0.536343516172152,0.780598789781672,0.742821308390029,0.734075261832727,0.712357805314165
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Paraguay,PRY,1.3451471707357,1.19148711476288,1.10499743154835,0.964039276642818,1.05138600131574,0.88691549470649,1.00089171868359,0.959723278483576,0.908778401536931,1.05741901302704,1.02060104418477,1.13589685653318,1.30476018388847,1.28155911324896,1.29001222462454,1.41679725795466
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Peru,PER,1.71653381942122,1.68389861560275,1.48463074053029,1.46587104949596,1.38222390251145,1.60474892452722,1.46916080483349,1.30393825778697,1.23621750205686,1.52496401842721,1.46673265657279,1.38050465681697,1.48333751422864,1.63300010625726,1.58834517953213,1.7258187381859
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Philippines,PHL,1.60822853568147,1.47137934581362,1.47388855145474,1.55084540797256,1.36062525876682,1.33179516533838,1.31516338285102,1.34866932067457,1.30365575522488,1.25689258693521,1.2215943180097,1.20525340937494,1.15904714247808,1.24230283116204,1.09040654583344,1.13929237189728
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Poland,POL,1.83033658531361,1.90563800121799,1.90063864932514,1.90804203657513,1.8732410064926,1.92612986992008,1.92004479241445,2.00186930839799,1.75146123575018,1.7971765213437,1.83387912657398,1.78802448026663,1.79613009024225,1.76945055714425,1.89766483069179,2.1395346355653
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Portugal,PRT,1.86235604736978,1.91271986836364,1.93856312747485,1.88521653139083,1.9659180234695,2.04730388244163,1.9499699591663,1.8180552266489,1.83655871865259,2.03079894982103,1.9802165969028,2.00265001457882,1.91213707571497,2.08963062384102,1.7905112782133,1.7879744113674
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Qatar,QAT,..,..,3.92996992225186,3.33399484024608,2.43385968557379,1.99301626863922,1.75050764857182,1.95983484518459,2.01049613544877,1.9922105228594,1.49993822144543,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Romania,ROU,2.49891418426016,2.4207451879196,2.28729607547664,2.08848713354877,2.00765756131918,1.98193527598999,1.82257107476766,1.5201625599899,1.44122098740877,1.3290689465779,1.24181208137917,1.28390301703848,1.22499673730821,1.28036554679852,1.34914186112087,1.45365781904639
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Russian Federation,RUS,3.55316955325363,3.79335467220565,4.05489660504381,3.92235540574982,3.52619989714153,3.55730102945819,3.48466522014867,3.38815370448756,3.33394658518218,4.14066796233344,3.8162304367577,3.45695993421729,3.75133568266634,3.9441265130522,4.10418436337071,4.85134249138878
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Rwanda,RWA,0.717336430786039,0.704802445552613,0.653640481595851,0.609567959301932,0.560945027387316,0.546523046506716,0.615091609823483,0.562094838712063,0.6172345224273,0.707082393958026,0.678388520867909,0.667180220557882,0.6748139398495,0.72203901054866,0.800955354363358,0.927577947778901
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Saudi Arabia,SAU,10.5943902062811,11.4892116521151,9.81264858917189,8.73711237708911,8.08155970989907,7.73060138726051,7.8483674355699,8.52705271335434,7.35343759971845,9.61719999229391,8.58837291823058,7.24876028120208,7.69772127946681,9.00399547986852,10.7135858798477,13.4962250201342
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Senegal,SEN,1.33262500112553,1.41240172620662,1.39413714076672,1.4121156021804,1.33917376097142,1.42877672465037,1.58734505208866,1.70859265504757,1.62008381043894,1.67661137299756,1.51350558068298,1.60138880698237,1.38221421904298,1.58335499382676,1.53206753616486,1.5784596043043
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Serbia,SRB,5.15394322543783,4.0275711979198,4.20995410624924,3.44790847102019,2.97316156374027,2.39791541621788,2.30352490107888,2.41146998198267,2.25668338073495,2.28616844289014,2.21067339956029,2.12401049524188,2.09517465340868,2.02068751188281,2.06593969763992,1.9487232536421
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Seychelles,SYC,1.6705788414111,1.79159099892476,1.67409507844873,1.74125618066916,1.89764008093132,1.60235169839389,1.41343096293973,1.46828461910502,1.1501930653886,1.02087849203184,0.737915833717771,0.855504063317464,0.936678163918902,1.04638935891492,2.29083911108726,1.32761887973205
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sierra Leone,SLE,3.66596282545765,2.74296380072128,2.16496229615529,2.05427995928684,1.58515404776133,1.42697552204068,1.48651449088264,1.34709099901903,0.943767272401665,1.07606529647733,0.972150455175854,0.8657864598405,0.782746605091453,0.643958048000616,0.973262106311952,0.93068900767215
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Singapore,SGP,4.51888629365982,4.82624999921862,4.92498628742409,4.86964764804806,4.41680505073795,4.28812584286617,3.94502523048098,3.62178147228127,3.87778862006233,3.91761178883577,3.42984932114948,3.23735248046295,3.17185434486209,3.08937219508226,3.11421350413897,3.16129195881563
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Slovak Republic,SVK,1.65558407524979,1.84334483723533,1.77293759773784,1.83799684143269,1.64944523976081,1.6820045160343,1.5998318965594,1.48566046501268,1.4686959417921,1.51820202395698,1.27113690544014,1.08456790835769,1.09210678719198,0.982878857025952,0.988332043660777,1.12679351083039
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Slovenia,SVN,1.09316627543634,1.30048247372981,1.38761857556639,1.40379833710615,1.43065194465024,1.41470432834653,1.53802610415951,1.43966627432457,1.49191632899112,1.59004805273862,1.60805490209765,1.29785368833423,1.17252175008193,1.05316340457849,0.974242150141908,0.930503004934915
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,South Africa,ZAF,1.38728913141799,1.48316101798605,1.52930955872386,1.4688112381823,1.35572857797827,1.38376969035915,1.29074698271175,1.17751725288717,1.14584331442431,1.21400204252781,1.11580825092212,1.10325767555138,1.1327931119157,1.12327426203249,1.10972545983429,1.09928146341548
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,5.76128903307145,4.96846263299849,4.14063254299941,5.90525665182783,9.50874354725778,7.17097103985702,8.1034249871257,8.74845386098307
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Spain,ESP,1.72551798839458,1.6329968207134,1.45648669136567,1.42040917418404,1.42692879199461,1.38239415581485,1.36436554911139,1.35646234711655,1.35943111827813,1.34610658244459,1.37682006781166,1.32355768467251,1.41170400503936,1.2661381134511,1.24761519338614,1.26799031109317
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sri Lanka,LKA,5.03387296841704,4.28699058949232,3.34258944021437,2.86891182725842,2.99735847919569,2.6395333951407,2.79877359903086,3.26060835702917,3.71216968260237,3.61866385346245,2.70074764247987,2.68315761113058,2.15519943702546,2.15404824896398,2.41264701190051,2.55280462978562
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sudan,SDN,4.48567582603052,2.46934482653908,2.64545481289468,1.84576175810069,4.61037943841144,3.27849160829178,3.58903736906544,4.08318971602667,5.04670550721472,5.25157193340628,..,..,..,..,..,2.35651658233218
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Eswatini,SWZ,1.43520579097508,1.29003645312602,1.30378651591846,1.47095407871897,1.54586139623613,1.91418727576891,1.8402664589967,1.84024690920349,2.05696664510326,2.12321348009507,2.25416476247944,2.14979822864643,1.86176750755277,1.86598826246549,1.81089313726904,1.68706047674019
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sweden,SWE,1.84350421239158,1.72061191301506,1.64992396520299,1.60238525819008,1.44475360190224,1.4184728921713,1.32781298714038,1.30913879758681,1.17221666436907,1.17837597525201,1.20520091795611,1.1231815985278,1.14798632218845,1.12809089025756,1.1424391136038,1.08189320596401
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Switzerland,CHE,1.02854880876257,0.99174959598537,0.95600829831374,0.925988225399495,0.889966480720797,0.85253786710312,0.772219344335085,0.73405159700897,0.740102237146163,0.748709735432141,0.705625107890605,0.710873777657609,0.687662792907459,0.730773147024038,0.650365965514906,0.665693600406362
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Syrian Arab Republic,SYR,5.45365642119423,5.48055046775797,5.41250122273305,6.24832427198928,5.54183867581242,5.02641990387935,4.39444682311126,4.10054365333056,3.5523398057458,4.02770775856936,4.05614173609585,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tajikistan,TJK,0.598174532502226,0.580783882496171,1.04883693330169,1.11879149508362,1.13133632771605,..,..,..,1.01655286922047,0.954504690113193,0.952762566225903,1.09374116676809,0.999087465088627,..,1.12834545877132,1.21920233346485
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tanzania,TZA,1.48726401206321,1.45160464399204,1.30259845652854,1.07430696847071,0.994614572583098,0.823941300163293,0.792124010730679,0.773035719207189,0.708331843186905,0.768094083029065,0.908923797655013,0.916153060507081,0.926954971441757,1.00009968050831,1.05252091188071,1.13323606364138
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Thailand,THA,1.53269984337959,1.49286305639427,1.42893999603716,1.32348186365952,1.15465234820074,1.1237075810648,1.17837530047043,1.42552498053891,1.63932746331052,1.82004171629403,1.55606665372895,1.59496286616963,1.38234237353714,1.40544425488839,1.41714007533063,1.44828784667167
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Timor-Leste,TLS,..,..,..,..,..,0.444864864864865,0.605915692525682,0.816477468180255,0.526513802315227,1.07391816308508,0.617430978006551,0.343713376862548,0.490351006021442,0.561655734798795,0.709556886227545,1.15350172382508
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Togo,TGO,..,..,..,1.36568648225725,1.40607169228704,1.45742929821936,..,..,1.72218624355757,1.63801565528177,1.65880910848145,1.57109975290255,1.61488622712353,1.73270827077865,1.81565023670287,1.74823963740966
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Trinidad and Tobago,TTO,..,0.158025342229171,0.216379463492627,0.298409419831668,0.571441379516452,0.611628692318389,0.629101948236755,0.596778826891239,0.5356497780499,0.722411451724215,0.695208768426348,0.620516083281142,0.686560789648518,0.774751222178881,0.673139199964413,0.779814515558175
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tunisia,TUN,1.75327199190324,1.72407637490539,1.67747180303455,1.65791227499424,1.58528870403078,1.45160134699434,1.44636768948335,1.26100647852859,1.29057354803691,1.29495669893021,1.2966498981838,1.56127407655499,1.51234322231445,1.64177892875156,1.90877583859389,2.26965065760098
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turkey,TUR,3.66109466979562,3.60345707482735,3.79592688113795,3.29604717264126,2.69798371690976,2.40937050592188,2.41866928062972,2.26697131447391,2.24084487543578,2.53659132775821,2.32412569847771,2.07854327680798,2.05476031981798,1.96325312080454,1.9024577742654,1.84793880636331
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uganda,UGA,2.48144018999778,2.32164640068373,2.34346004327575,2.40574600826486,2.53964987868855,2.40749118592244,2.20243997732813,2.04849827919005,1.46662752147666,1.54072538604707,3.07367604728808,2.93953008771553,1.73094610668507,1.6554794144365,1.6425277421205,1.9152519014287
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ukraine,UKR,3.63614982066208,2.86399921641608,2.77489925158319,2.8483900891735,2.59712036347515,2.79248933066336,2.66924239581748,2.75393885816383,2.55755087457951,2.84031753607549,2.74203082236836,2.2583233268538,2.35343700188443,2.39291890925322,3.021144799816,3.97325882655853
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United Arab Emirates,ARE,8.3237222448449,5.61210552340521,4.87553180534483,4.69230626722928,4.6114776396626,3.65647067832081,3.22597447304637,3.28052136989454,3.6680226492701,5.45710777311036,6.03859220826788,5.46631452753061,5.07555649376756,6.03468625064444,5.64365135247024,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United Kingdom,GBR,2.15577737419081,2.1902594650068,2.25657313508185,2.31407888774509,2.25903037381387,2.19892682410543,2.14621500861474,2.15417175629862,2.28190534517456,2.44669319803957,2.39055378300843,2.310253065516,2.21071804680952,2.09088431979756,1.97213412492867,1.8825752357274
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United States,USA,2.93342602675793,2.94435029844283,3.24955590981553,3.60727844527266,3.78557870125215,3.84423806868952,3.80819723006084,3.8470533790131,4.2200413082766,4.63680498241866,4.6656063724573,4.58398365758253,4.23873279976231,3.83251355480334,3.4997016227134,3.28963361790659
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uruguay,URY,2.43597728787045,2.50257766217716,2.53014006008996,2.23754532184395,2.0407280132366,2.00038586601038,2.00617807800672,1.77716708828507,1.86952468832085,1.82261337958887,1.87580785777619,1.71974893241654,1.80366982846082,1.81655131572884,1.80742945500921,1.8205881379585
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uzbekistan,UZB,1.15177987264903,0.834770797549002,0.597792822781548,0.538921303543475,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Venezuela, RB",VEN,1.52657012884905,1.55510791113255,1.15337359551171,1.18269062721142,1.28830181236512,1.83171374924625,1.9784922172232,1.88899310620025,1.79355285179574,1.23107041540807,1.01348862784929,1.13040534078431,1.34147173233053,1.66955178280415,1.16181680999136,0.941375968866619
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Vietnam,VNM,..,..,..,2.12864112884164,2.01437983970519,1.78096085234042,1.93836458436365,2.30475733676407,2.15637292727254,2.26520866993266,2.30504933664778,1.98209994676029,2.15688636813921,2.17684979502056,2.2855076468007,2.3611556974687
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Yemen, Rep.",YEM,4.35970653692227,4.80499230772471,6.02074986184257,5.95560725701751,4.70962506701469,4.2834923209861,3.60386057557724,4.09811555313285,3.93592403054321,4.99227859755427,4.68555668762994,5.18762435973515,5.04708674809931,4.74952109981019,5.0420522206101,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Zambia,ZMB,..,..,..,..,1.67029155472159,1.84808158032195,1.74414229680284,2.06348713122686,2.08020596511442,1.73163657610776,1.38259333370562,1.26233242064529,1.39366692728694,1.43442908648819,1.6618695574344,1.78554866843309
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Zimbabwe,ZWE,5.17638266068759,4.23023578363384,10.6746976553508,3.40107549409875,4.41125931135712,2.28314659719414,2.97029893937183,..,..,..,0.977840807958166,1.64382356519053,2.26393111074554,2.34308354089964,2.3247339586394,2.34362922798454
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Afghanistan,AFG,0,0,0.113740161874088,0.867120277516642,2.48766749206092,4.78644517019363,9.73360444436721,17.5381616236848,28.9400601911825,37.4942004506374,35.4677664438775,46.4440581664588,49.9727530004765,52.9664731356239,56.1913326873846,58.420528226792
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Albania,ALB,0.954237228416673,12.5752303991022,27.2841323373396,35.3583488293976,40.6614872034417,49.6964937731778,62.530387178076,76.8024942566025,62.1607266355601,83.1604635738118,91.5609287457172,105.922828727228,119.861412809897,126.2764912925,115.02611464423,116.337512554082
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Algeria,DZA,0.275785459436128,0.316534298881118,1.40723035684962,4.46533977765498,14.8713098094563,41.0393404772955,62.164742850469,80.3576091201664,77.541358517747,92.2856975291098,90.7594397717658,96.7309982374042,99.8984609610959,103.073884200456,110.699326339346,108.417322255621
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,American Samoa,ASM,3.46308304793032,3.70605930382467,3.46665304524016,3.55227768662145,3.79657127429806,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Andorra,AND,36.0039761431412,43.7014597347827,46.8100900798013,70.90951326829,76.5515975027543,81.8593328007912,85.1995900779099,76.8029703808522,76.5576370422485,76.4237171745874,77.555684495968,77.6635502859667,77.4769200907426,79.1342773679259,83.61334460952,91.4399979490861
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Angola,AGO,0.156961980968953,0.441611171844096,0.796692632966151,1.92272100840235,3.92245913168628,8.2399413846036,15.0753126517744,23.6289644664196,31.1283848558463,35.9626780972584,40.2384025319555,49.8510873786287,50.9445034397706,51.1001779344374,52.2002776623555,49.8380415448268
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Antigua and Barbuda,ATG,26.3208269525268,29.3920547397627,44.2874365335126,52.8106491929479,61.1849485026683,96.3553045835994,122.010830444846,122.980707149189,147.702156188499,144.179908314722,177.443720222689,183.879898452763,131.623216260062,116.901782793588,121.406826801517,176.135624430812
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Argentina,ARG,17.5078146225488,17.9917787671695,17.3313517749173,20.4707912388765,34.8898475693579,56.6002038344751,79.6543836290654,101.079671207247,115.170932556764,128.636134343815,138.468978509039,145.768791272145,152.809097635805,158.348927507512,142.466397473426,142.434809806539
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Armenia,ARM,0.569652995776632,0.836017183195084,2.35172782727957,3.79013760327867,6.77558444743939,10.6681103520358,42.5811052898428,63.9746053263218,49.5835940884802,75.8676223367574,134.339110370759,111.671867354806,115.299338427619,115.647644434491,119.025297465436,118.770976533708
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Aruba,ABW,16.5101867852465,57.0518202760016,65.0581101566448,72.1028273395384,99.6475485380354,103.384950665294,108.130355442717,112.21695317131,119.193314455418,126.166796447616,129.636369001367,..,131.608450237383,134.513068506692,134.592225059011,135.133840005367
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Australia,AUS,44.9075485120323,57.7729503330638,65.0571283229007,72.8386068681014,82.6130218073814,91.012837998186,96.0453894178784,101.495875429138,103.642999906337,102.120424820967,101.71760805032,105.823899937895,106.643418769443,107.728789015672,106.75337346624,108.279330925333
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Austria,AUT,75.8060574455503,80.7755440154473,82.808689798353,88.9693208732252,97.2640825722407,104.98385562751,112.025309198182,119.252391454397,129.712309945262,136.606309314247,145.553795867252,153.933656616702,159.529479610799,154.725312440908,150.032143279101,155.215524706184
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Azerbaijan,AZE,5.17559282020687,8.90539409479658,9.59524659554199,12.6426816501959,17.2392394638723,26.2572134139929,38.5101379516917,51.7978282279022,74.2243061251602,86.920285011654,100.749032073997,110.646027242038,109.285382696898,107.935916332074,111.035082810813,111.225888184477
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Bahamas, The",BHS,10.5824297559502,19.9762482062447,39.384196379186,38.7108625287415,57.6719396265727,69.1789496703103,75.3318643361225,109.251653385058,102.688455758354,101.114818405212,118.719237761618,81.5101154492482,80.6367074419617,76.0788887710741,82.3829248316844,80.4406495742404
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bahrain,BHR,30.9543584697283,42.9485240463394,52.9131549021422,56.9028818136639,78.2991584000926,86.2719980925989,94.6806912252951,107.7313153604,129.265649252191,118.307146913704,126.283180563189,132.495585827396,163.349886980404,168.022770069583,174.274111659933,183.623998163071
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bangladesh,BGD,0.21203630064507,0.387749617544656,0.786965410644737,0.981880167589465,1.96844485715828,6.27478973336473,13.1603808772115,23.3588344250173,29.9988278683789,34.1360637249052,44.6429759407979,54.8162235859633,62.4040576944585,73.9684713634258,79.5871327448321,81.4981401529021
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Barbados,BRB,10.54931127639,19.6209616343721,35.801427740001,51.4218131331311,73.2861939792963,75.2493531234376,86.2128643574184,93.2811877602752,104.090235432841,121.04032750386,125.214526646374,123.989935887613,124.046380311451,108.919715832062,107.78834447836,117.794502088193
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Belarus,BLR,0.49682849405488,1.40108929833715,4.71728126020941,11.478375787239,23.1405360930595,42.6075110821622,62.2451512750387,72.9799649025088,85.4919219705299,102.107905988875,109.076560283355,112.952421186038,112.719334271564,117.254509013808,120.211978026856,120.688975024911
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Belgium,BEL,54.7459826281437,74.5904237602431,78.1656236417481,82.5972508770489,87.1336169243149,91.0666427986422,92.7285924181278,100.376580868933,105.218684216312,108.424728989742,111.110074022243,113.464449509733,111.095948500255,110.435401046961,113.508701764775,113.165821221587
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Belize,BLZ,6.79780846289145,15.3558654660685,19.7283815015675,22.4438003938617,27.1651532657947,33.8890908898357,40.5851135179383,39.6485337140215,52.2698544902259,51.5349012037754,60.3843809855476,67.5614838756713,51.2095301172257,50.7334803490024,48.9914527970338,58.990559105787
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Benin,BEN,0.807987123706534,1.76635178973122,2.99874139765447,3.14039322895717,5.9267324249123,7.46993476129776,12.84824585829,24.2676134750108,41.6856504075698,56.2718215668575,76.9074335226348,82.0776716392543,86.4190330922711,96.2316372982386,84.1904779680816,88.1051181018976
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bermuda,BMU,20.3036171674892,20.7281998662998,46.432440798638,61.6617851086789,75.3093060785368,80.9458007062797,92.3720086685213,106.330518399803,122.243713733075,132.186678693063,137.907311276503,..,144.035201570142,150.228608752449,95.3656503478568,61.2873570633679
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bhutan,BTN,0,0,0,0.36170629128344,2.98899547386933,5.48246448962063,12.2098454690968,21.753731669185,36.1550752550111,47.4398775015466,54.1910090278036,65.3858827024618,74.4906483285456,71.1587911017686,80.4350065941312,85.8215665505864
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bolivia,BOL,6.98626010730604,9.1794088655456,11.8258661823838,14.5151309472193,20.0807427422358,26.5347229915941,30.9817895165681,34.4694095521829,52.4862094271216,66.2420015354429,72.3847331008862,82.8833966059699,92.7161177005107,100.244609175306,98.9413338693349,94.7609188318
